Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
10,0.087,0.087,0.088,0.086,0.086,0.087,0.088,0.087,0.086,0.092,0.093,0.092,0.093,0.097,0.093,0.088,0.087,0.091,0.093,0.092,0.092,0.098,0.091,0.087,0.087,0.09,0.092,0.091,0.091,0.095,0.092,0.087,0.088,0.09,0.092,0.091,0.091,0.093,0.09,0.088,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
20,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.093,0.092,0.093,0.097,0.094,0.088,0.087,0.092,0.093,0.091,0.092,0.098,0.091,0.087,0.087,0.091,0.092,0.091,0.091,0.095,0.092,0.087,0.087,0.091,0.092,0.091,0.091,0.093,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
30,0.087,0.087,0.087,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.093,0.092,0.093,0.096,0.094,0.088,0.087,0.092,0.093,0.091,0.092,0.098,0.091,0.087,0.087,0.091,0.092,0.091,0.091,0.095,0.092,0.087,0.087,0.091,0.092,0.091,0.091,0.093,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
40,0.087,0.087,0.087,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.093,0.092,0.092,0.096,0.093,0.088,0.087,0.092,0.093,0.091,0.092,0.098,0.091,0.087,0.087,0.091,0.092,0.091,0.091,0.095,0.092,0.088,0.087,0.091,0.092,0.091,0.091,0.093,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
50,0.087,0.087,0.087,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.093,0.092,0.092,0.096,0.093,0.088,0.087,0.092,0.093,0.091,0.092,0.098,0.091,0.087,0.087,0.091,0.091,0.091,0.091,0.095,0.092,0.088,0.087,0.091,0.092,0.091,0.091,0.093,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
60,0.087,0.087,0.088,0.086,0.086,0.087,0.088,0.087,0.086,0.094,0.092,0.091,0.092,0.096,0.093,0.088,0.087,0.092,0.093,0.091,0.092,0.098,0.091,0.087,0.087,0.091,0.091,0.091,0.091,0.095,0.092,0.087,0.087,0.091,0.091,0.091,0.092,0.093,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
70,0.087,0.088,0.088,0.086,0.086,0.087,0.088,0.087,0.086,0.093,0.092,0.091,0.092,0.096,0.093,0.088,0.087,0.091,0.092,0.09,0.092,0.097,0.091,0.087,0.087,0.091,0.091,0.091,0.091,0.095,0.092,0.087,0.087,0.091,0.091,0.09,0.092,0.093,0.09,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
80,0.087,0.088,0.088,0.086,0.087,0.087,0.088,0.087,0.086,0.093,0.092,0.091,0.093,0.096,0.093,0.088,0.087,0.091,0.092,0.091,0.092,0.098,0.091,0.087,0.087,0.091,0.091,0.091,0.091,0.095,0.092,0.088,0.087,0.091,0.091,0.09,0.092,0.093,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
90,0.087,0.088,0.088,0.086,0.087,0.087,0.087,0.087,0.086,0.093,0.092,0.091,0.092,0.096,0.093,0.088,0.087,0.092,0.092,0.09,0.092,0.098,0.091,0.087,0.087,0.091,0.091,0.091,0.091,0.095,0.092,0.088,0.087,0.091,0.091,0.09,0.092,0.093,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
100,0.087,0.088,0.088,0.086,0.087,0.087,0.088,0.087,0.087,0.093,0.092,0.091,0.093,0.096,0.093,0.088,0.087,0.091,0.092,0.09,0.092,0.098,0.091,0.087,0.087,0.091,0.091,0.09,0.091,0.095,0.092,0.088,0.087,0.091,0.091,0.09,0.092,0.093,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
110,0.087,0.087,0.088,0.086,0.087,0.087,0.087,0.087,0.087,0.093,0.092,0.091,0.093,0.096,0.093,0.088,0.087,0.092,0.092,0.09,0.092,0.098,0.091,0.088,0.087,0.091,0.091,0.09,0.091,0.095,0.092,0.088,0.087,0.091,0.091,0.09,0.092,0.093,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
120,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.092,0.091,0.093,0.097,0.093,0.088,0.087,0.091,0.092,0.09,0.092,0.098,0.091,0.087,0.087,0.091,0.091,0.09,0.091,0.095,0.092,0.088,0.087,0.091,0.091,0.09,0.092,0.093,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
130,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.091,0.093,0.097,0.093,0.088,0.087,0.091,0.092,0.09,0.092,0.098,0.091,0.088,0.087,0.091,0.091,0.09,0.091,0.096,0.092,0.088,0.087,0.091,0.09,0.09,0.092,0.093,0.091,0.088,0.086,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
140,0.087,0.088,0.088,0.086,0.087,0.087,0.088,0.087,0.087,0.093,0.091,0.091,0.093,0.097,0.093,0.088,0.087,0.091,0.092,0.09,0.093,0.098,0.091,0.088,0.087,0.091,0.091,0.09,0.092,0.096,0.092,0.087,0.087,0.091,0.091,0.09,0.097,0.093,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
150,0.087,0.088,0.088,0.087,0.087,0.087,0.088,0.087,0.087,0.093,0.091,0.091,0.093,0.097,0.093,0.088,0.087,0.091,0.092,0.089,0.093,0.098,0.091,0.088,0.087,0.091,0.09,0.091,0.092,0.096,0.092,0.087,0.087,0.091,0.091,0.09,0.093,0.093,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
160,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.09,0.093,0.097,0.093,0.088,0.087,0.092,0.092,0.089,0.093,0.098,0.091,0.088,0.087,0.091,0.09,0.09,0.092,0.096,0.092,0.087,0.087,0.091,0.09,0.09,0.094,0.093,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
170,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.09,0.093,0.097,0.093,0.088,0.087,0.092,0.091,0.089,0.093,0.098,0.091,0.088,0.087,0.091,0.09,0.09,0.092,0.096,0.092,0.087,0.087,0.091,0.09,0.09,0.094,0.093,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.089,
180,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.09,0.094,0.097,0.093,0.088,0.087,0.092,0.091,0.089,0.093,0.098,0.091,0.087,0.087,0.091,0.09,0.09,0.092,0.096,0.092,0.088,0.087,0.091,0.09,0.09,0.094,0.094,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
190,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.09,0.094,0.097,0.093,0.088,0.087,0.092,0.092,0.089,0.093,0.098,0.091,0.087,0.087,0.091,0.09,0.09,0.092,0.096,0.092,0.087,0.087,0.091,0.09,0.089,0.094,0.094,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
200,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.094,0.097,0.093,0.088,0.087,0.092,0.091,0.089,0.093,0.098,0.09,0.088,0.087,0.091,0.09,0.089,0.092,0.096,0.092,0.087,0.087,0.091,0.09,0.089,0.094,0.094,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
210,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.094,0.098,0.093,0.088,0.087,0.092,0.091,0.088,0.093,0.099,0.091,0.088,0.087,0.091,0.09,0.089,0.092,0.096,0.092,0.087,0.087,0.091,0.09,0.089,0.094,0.094,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
220,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.094,0.098,0.093,0.088,0.087,0.092,0.091,0.088,0.094,0.099,0.091,0.087,0.087,0.09,0.09,0.089,0.092,0.096,0.092,0.087,0.087,0.091,0.09,0.089,0.095,0.094,0.091,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
230,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.094,0.098,0.093,0.088,0.087,0.092,0.09,0.088,0.093,0.099,0.091,0.087,0.087,0.091,0.089,0.089,0.093,0.097,0.092,0.087,0.087,0.091,0.089,0.089,0.095,0.094,0.091,0.089,0.087,0.09,0.087,0.086,0.088,0.09,0.088,0.088,
240,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.095,0.098,0.093,0.088,0.087,0.092,0.09,0.088,0.094,0.099,0.091,0.087,0.087,0.091,0.089,0.089,0.093,0.097,0.092,0.088,0.087,0.091,0.089,0.089,0.095,0.094,0.091,0.089,0.087,0.09,0.087,0.086,0.088,0.09,0.087,0.088,
250,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.095,0.098,0.093,0.088,0.087,0.092,0.09,0.088,0.094,0.099,0.091,0.088,0.087,0.091,0.089,0.089,0.093,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.095,0.094,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
260,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.095,0.098,0.093,0.088,0.087,0.092,0.09,0.088,0.094,0.099,0.091,0.088,0.087,0.09,0.089,0.089,0.093,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.095,0.095,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
270,0.087,0.088,0.088,0.087,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.096,0.099,0.093,0.088,0.087,0.092,0.091,0.088,0.095,0.099,0.091,0.088,0.087,0.091,0.089,0.089,0.094,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.095,0.095,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
280,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.096,0.099,0.093,0.088,0.087,0.092,0.09,0.088,0.095,0.099,0.091,0.087,0.087,0.091,0.089,0.089,0.094,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.096,0.095,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
290,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.096,0.099,0.093,0.088,0.087,0.092,0.09,0.088,0.095,0.1,0.091,0.088,0.087,0.091,0.089,0.089,0.094,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.096,0.095,0.091,0.088,0.086,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
300,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.096,0.099,0.093,0.088,0.087,0.092,0.09,0.088,0.095,0.1,0.091,0.088,0.087,0.091,0.089,0.089,0.094,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.096,0.095,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
310,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.096,0.099,0.093,0.088,0.087,0.092,0.09,0.088,0.095,0.1,0.091,0.088,0.087,0.091,0.089,0.089,0.094,0.097,0.092,0.088,0.087,0.091,0.089,0.088,0.096,0.095,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
320,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.097,0.1,0.093,0.088,0.087,0.092,0.09,0.088,0.095,0.1,0.091,0.088,0.087,0.091,0.089,0.089,0.095,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.096,0.095,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
330,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.097,0.1,0.093,0.088,0.087,0.092,0.09,0.088,0.095,0.1,0.09,0.088,0.087,0.091,0.089,0.089,0.095,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.097,0.095,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
340,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.097,0.1,0.093,0.088,0.087,0.092,0.09,0.088,0.096,0.1,0.09,0.088,0.087,0.091,0.089,0.089,0.095,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.097,0.096,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
350,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.097,0.1,0.093,0.088,0.087,0.092,0.09,0.088,0.096,0.1,0.091,0.088,0.087,0.091,0.089,0.089,0.095,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.097,0.096,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
360,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.098,0.1,0.093,0.088,0.087,0.092,0.09,0.088,0.096,0.101,0.091,0.087,0.087,0.091,0.089,0.089,0.095,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.097,0.096,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
370,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.098,0.101,0.092,0.088,0.087,0.092,0.09,0.088,0.096,0.101,0.091,0.088,0.087,0.091,0.089,0.089,0.095,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.097,0.096,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
380,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.098,0.101,0.092,0.088,0.087,0.092,0.09,0.088,0.096,0.101,0.09,0.088,0.087,0.091,0.089,0.089,0.096,0.098,0.092,0.088,0.087,0.091,0.089,0.088,0.097,0.096,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
390,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.098,0.101,0.092,0.088,0.087,0.092,0.09,0.088,0.097,0.101,0.09,0.088,0.087,0.091,0.089,0.089,0.096,0.099,0.092,0.088,0.087,0.091,0.089,0.088,0.098,0.097,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
400,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.098,0.101,0.093,0.088,0.087,0.092,0.09,0.088,0.097,0.101,0.09,0.088,0.087,0.091,0.089,0.089,0.096,0.099,0.092,0.088,0.087,0.091,0.089,0.088,0.098,0.097,0.091,0.089,0.086,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
410,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.098,0.101,0.092,0.088,0.087,0.092,0.09,0.088,0.097,0.101,0.09,0.087,0.087,0.091,0.089,0.089,0.096,0.099,0.092,0.087,0.087,0.091,0.089,0.088,0.098,0.097,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
420,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.099,0.102,0.093,0.088,0.087,0.092,0.09,0.088,0.097,0.101,0.09,0.087,0.087,0.091,0.089,0.089,0.096,0.099,0.092,0.087,0.087,0.091,0.089,0.088,0.098,0.097,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
430,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.099,0.102,0.093,0.088,0.087,0.092,0.09,0.088,0.097,0.102,0.09,0.088,0.087,0.091,0.089,0.089,0.097,0.1,0.092,0.088,0.087,0.091,0.089,0.088,0.098,0.098,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.088,0.088,
440,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.099,0.102,0.093,0.088,0.087,0.092,0.09,0.088,0.098,0.102,0.091,0.087,0.087,0.091,0.089,0.089,0.097,0.1,0.092,0.088,0.087,0.091,0.089,0.088,0.098,0.098,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.087,0.088,0.088,
450,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.099,0.103,0.093,0.088,0.087,0.092,0.09,0.088,0.098,0.102,0.091,0.087,0.087,0.091,0.089,0.088,0.097,0.1,0.092,0.087,0.087,0.091,0.089,0.088,0.099,0.098,0.09,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.087,0.088,
460,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.1,0.103,0.093,0.088,0.087,0.092,0.09,0.088,0.098,0.103,0.09,0.087,0.087,0.091,0.089,0.089,0.097,0.1,0.092,0.088,0.087,0.091,0.089,0.088,0.099,0.098,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.088,0.088,
470,0.087,0.088,0.088,0.086,0.087,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.1,0.103,0.093,0.088,0.087,0.092,0.09,0.088,0.098,0.103,0.091,0.088,0.087,0.091,0.089,0.089,0.098,0.101,0.092,0.087,0.087,0.091,0.089,0.088,0.099,0.099,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.088,0.088,
480,0.087,0.088,0.088,0.086,0.087,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.1,0.104,0.092,0.088,0.087,0.092,0.09,0.088,0.099,0.103,0.091,0.088,0.087,0.091,0.089,0.089,0.098,0.101,0.092,0.088,0.087,0.091,0.089,0.089,0.099,0.099,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.088,0.088,
490,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.101,0.104,0.092,0.088,0.087,0.092,0.09,0.088,0.099,0.103,0.09,0.088,0.087,0.091,0.089,0.088,0.098,0.101,0.092,0.088,0.087,0.091,0.089,0.089,0.099,0.099,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
500,0.087,0.088,0.088,0.086,0.087,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.101,0.105,0.092,0.088,0.087,0.092,0.09,0.088,0.099,0.104,0.09,0.088,0.087,0.091,0.089,0.089,0.098,0.102,0.092,0.087,0.087,0.091,0.089,0.089,0.1,0.099,0.091,0.089,0.087,0.09,0.086,0.086,0.088,0.087,0.088,0.088,
510,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.091,0.089,0.101,0.105,0.092,0.088,0.087,0.092,0.09,0.088,0.099,0.104,0.091,0.088,0.087,0.091,0.089,0.089,0.098,0.102,0.092,0.087,0.087,0.091,0.089,0.089,0.1,0.099,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
520,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.089,0.102,0.105,0.093,0.088,0.087,0.092,0.09,0.088,0.1,0.104,0.091,0.088,0.087,0.091,0.089,0.088,0.099,0.102,0.092,0.087,0.087,0.091,0.089,0.089,0.1,0.1,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
530,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.092,0.09,0.089,0.102,0.106,0.093,0.088,0.087,0.092,0.09,0.088,0.1,0.105,0.091,0.088,0.087,0.091,0.089,0.089,0.099,0.102,0.092,0.087,0.087,0.091,0.089,0.088,0.1,0.1,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
540,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.102,0.106,0.093,0.088,0.087,0.092,0.09,0.088,0.101,0.105,0.091,0.088,0.087,0.091,0.089,0.088,0.099,0.102,0.092,0.087,0.087,0.091,0.089,0.088,0.101,0.1,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
550,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.091,0.088,0.102,0.106,0.092,0.088,0.087,0.092,0.09,0.088,0.101,0.105,0.091,0.088,0.087,0.091,0.089,0.088,0.1,0.103,0.092,0.087,0.087,0.091,0.089,0.088,0.101,0.101,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
560,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.088,0.103,0.107,0.093,0.088,0.087,0.092,0.09,0.088,0.101,0.105,0.091,0.087,0.087,0.091,0.089,0.088,0.1,0.103,0.092,0.087,0.087,0.091,0.088,0.088,0.101,0.101,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
570,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.088,0.103,0.107,0.092,0.088,0.087,0.092,0.09,0.088,0.102,0.106,0.091,0.087,0.087,0.091,0.089,0.089,0.1,0.103,0.092,0.087,0.087,0.091,0.089,0.088,0.102,0.102,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.088,0.088,
580,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.104,0.108,0.093,0.088,0.087,0.092,0.09,0.088,0.102,0.106,0.091,0.088,0.087,0.091,0.089,0.089,0.101,0.104,0.092,0.087,0.087,0.091,0.089,0.088,0.103,0.102,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
590,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.088,0.104,0.108,0.093,0.088,0.087,0.092,0.09,0.088,0.102,0.107,0.091,0.087,0.087,0.091,0.089,0.088,0.101,0.104,0.092,0.087,0.087,0.091,0.089,0.088,0.103,0.103,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
600,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.087,0.093,0.09,0.089,0.105,0.109,0.092,0.088,0.087,0.092,0.09,0.088,0.103,0.107,0.091,0.087,0.087,0.091,0.089,0.088,0.102,0.105,0.092,0.087,0.087,0.091,0.089,0.088,0.103,0.103,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
610,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.105,0.11,0.092,0.088,0.087,0.092,0.09,0.088,0.103,0.107,0.091,0.087,0.087,0.091,0.089,0.088,0.102,0.105,0.092,0.087,0.087,0.091,0.089,0.088,0.104,0.103,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
620,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.105,0.11,0.093,0.088,0.087,0.092,0.09,0.088,0.103,0.108,0.091,0.087,0.087,0.091,0.089,0.088,0.102,0.106,0.092,0.087,0.087,0.091,0.089,0.088,0.104,0.104,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
630,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.106,0.111,0.092,0.088,0.087,0.092,0.09,0.088,0.104,0.109,0.091,0.087,0.087,0.091,0.089,0.088,0.103,0.106,0.092,0.087,0.087,0.091,0.089,0.088,0.105,0.104,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
640,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.106,0.111,0.092,0.088,0.087,0.092,0.09,0.088,0.104,0.109,0.09,0.087,0.087,0.091,0.089,0.088,0.103,0.106,0.092,0.087,0.087,0.091,0.089,0.088,0.105,0.105,0.091,0.088,0.087,0.09,0.086,0.086,0.088,0.087,0.087,0.088,
650,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.107,0.112,0.093,0.088,0.087,0.093,0.09,0.088,0.104,0.109,0.091,0.087,0.087,0.091,0.089,0.088,0.104,0.107,0.092,0.088,0.087,0.091,0.089,0.088,0.105,0.105,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
660,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.107,0.113,0.093,0.088,0.087,0.092,0.09,0.088,0.105,0.11,0.091,0.087,0.087,0.091,0.089,0.088,0.104,0.108,0.092,0.087,0.087,0.091,0.089,0.088,0.106,0.106,0.091,0.089,0.087,0.09,0.087,0.086,0.088,0.087,0.088,0.088,
670,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.108,0.114,0.092,0.088,0.087,0.092,0.09,0.088,0.105,0.11,0.091,0.087,0.087,0.091,0.089,0.088,0.105,0.108,0.092,0.087,0.087,0.091,0.089,0.088,0.106,0.106,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
680,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.108,0.115,0.093,0.088,0.087,0.093,0.09,0.088,0.106,0.111,0.09,0.087,0.087,0.091,0.089,0.088,0.105,0.108,0.092,0.087,0.087,0.091,0.089,0.088,0.107,0.107,0.091,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
690,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.089,0.109,0.115,0.092,0.088,0.087,0.092,0.09,0.088,0.107,0.112,0.091,0.088,0.087,0.091,0.089,0.088,0.106,0.109,0.092,0.087,0.087,0.091,0.089,0.088,0.107,0.107,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
700,0.087,0.088,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.11,0.116,0.092,0.088,0.087,0.092,0.09,0.088,0.107,0.112,0.09,0.087,0.087,0.091,0.089,0.088,0.106,0.11,0.092,0.088,0.087,0.091,0.089,0.088,0.108,0.108,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.087,0.088,
710,0.087,0.087,0.088,0.086,0.086,0.087,0.087,0.087,0.086,0.093,0.09,0.088,0.11,0.117,0.092,0.088,0.087,0.092,0.09,0.088,0.108,0.113,0.09,0.087,0.087,0.091,0.089,0.089,0.107,0.11,0.092,0.088,0.087,0.091,0.089,0.088,0.108,0.108,0.09,0.088,0.087,0.09,0.087,0.086,0.088,0.087,0.087,0.088,
