Time,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,
2120,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.182,0.091,0.09,0.664,0.741,0.092,0.088,0.087,0.183,0.09,0.087,0.627,0.696,0.091,0.087,0.088,0.175,0.088,0.088,0.622,0.688,0.092,0.088,0.087,0.163,0.089,0.088,0.643,0.701,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2130,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.186,0.091,0.09,0.665,0.743,0.093,0.088,0.087,0.188,0.09,0.087,0.628,0.695,0.091,0.087,0.087,0.179,0.088,0.088,0.623,0.688,0.092,0.088,0.087,0.166,0.089,0.088,0.644,0.702,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2140,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.189,0.091,0.09,0.667,0.745,0.093,0.088,0.087,0.187,0.09,0.087,0.628,0.694,0.091,0.088,0.087,0.181,0.088,0.088,0.623,0.687,0.092,0.088,0.088,0.169,0.089,0.088,0.645,0.704,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2150,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.191,0.091,0.09,0.668,0.747,0.093,0.088,0.087,0.192,0.09,0.087,0.63,0.693,0.091,0.087,0.088,0.185,0.088,0.088,0.623,0.686,0.092,0.088,0.088,0.172,0.089,0.088,0.646,0.707,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2160,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.201,0.091,0.09,0.67,0.75,0.093,0.088,0.087,0.194,0.09,0.087,0.63,0.693,0.091,0.088,0.087,0.188,0.089,0.088,0.624,0.685,0.092,0.088,0.088,0.175,0.089,0.088,0.647,0.707,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2170,0.087,0.087,0.092,0.086,0.086,0.088,0.087,0.087,0.087,0.204,0.091,0.09,0.672,0.753,0.093,0.088,0.087,0.197,0.09,0.087,0.632,0.693,0.091,0.087,0.087,0.192,0.089,0.088,0.625,0.685,0.092,0.088,0.087,0.178,0.089,0.088,0.649,0.71,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2180,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.202,0.091,0.09,0.673,0.755,0.093,0.088,0.087,0.202,0.09,0.087,0.632,0.693,0.091,0.087,0.087,0.195,0.089,0.088,0.626,0.685,0.092,0.088,0.088,0.181,0.089,0.088,0.65,0.712,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2190,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.21,0.091,0.09,0.674,0.758,0.093,0.088,0.087,0.205,0.09,0.087,0.633,0.693,0.091,0.088,0.088,0.198,0.089,0.088,0.627,0.684,0.092,0.088,0.089,0.185,0.089,0.088,0.652,0.714,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2200,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.218,0.091,0.089,0.676,0.76,0.093,0.088,0.087,0.209,0.09,0.087,0.634,0.692,0.091,0.087,0.087,0.203,0.089,0.088,0.628,0.684,0.092,0.088,0.097,0.188,0.089,0.088,0.653,0.717,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2210,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.215,0.091,0.09,0.677,0.763,0.093,0.088,0.087,0.212,0.09,0.087,0.634,0.693,0.091,0.087,0.087,0.206,0.089,0.088,0.628,0.684,0.092,0.088,0.087,0.192,0.089,0.088,0.654,0.718,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2220,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.223,0.091,0.09,0.678,0.765,0.093,0.088,0.087,0.216,0.09,0.087,0.635,0.693,0.091,0.088,0.088,0.211,0.089,0.088,0.629,0.685,0.092,0.088,0.088,0.196,0.089,0.088,0.655,0.721,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2230,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.228,0.091,0.09,0.68,0.767,0.093,0.088,0.087,0.223,0.09,0.087,0.637,0.694,0.091,0.088,0.088,0.216,0.089,0.088,0.63,0.685,0.092,0.088,0.088,0.199,0.089,0.088,0.657,0.723,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2240,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.23,0.091,0.089,0.681,0.77,0.093,0.088,0.087,0.227,0.09,0.087,0.637,0.693,0.091,0.088,0.088,0.22,0.089,0.088,0.631,0.685,0.092,0.088,0.088,0.203,0.089,0.088,0.658,0.726,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2250,0.087,0.087,0.093,0.086,0.086,0.088,0.087,0.087,0.087,0.236,0.091,0.089,0.683,0.772,0.093,0.088,0.087,0.234,0.09,0.087,0.639,0.694,0.091,0.088,0.088,0.226,0.089,0.088,0.633,0.686,0.092,0.088,0.088,0.208,0.089,0.088,0.66,0.728,0.091,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2260,0.087,0.087,0.093,0.086,0.086,0.088,0.087,0.087,0.087,0.241,0.091,0.089,0.684,0.774,0.093,0.088,0.087,0.241,0.09,0.087,0.639,0.696,0.091,0.088,0.088,0.232,0.089,0.088,0.632,0.687,0.092,0.088,0.088,0.212,0.089,0.088,0.662,0.731,0.091,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2270,0.087,0.087,0.093,0.086,0.086,0.088,0.088,0.087,0.087,0.249,0.091,0.089,0.685,0.776,0.093,0.088,0.087,0.247,0.09,0.087,0.64,0.696,0.091,0.088,0.088,0.238,0.089,0.088,0.633,0.687,0.092,0.088,0.088,0.217,0.089,0.088,0.662,0.732,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2280,0.087,0.087,0.093,0.086,0.086,0.088,0.087,0.087,0.087,0.254,0.091,0.089,0.686,0.779,0.093,0.088,0.087,0.253,0.09,0.087,0.641,0.696,0.091,0.087,0.088,0.243,0.088,0.088,0.634,0.688,0.092,0.088,0.087,0.221,0.089,0.088,0.664,0.736,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2290,0.087,0.087,0.093,0.086,0.086,0.088,0.087,0.087,0.087,0.261,0.091,0.089,0.688,0.78,0.093,0.088,0.087,0.261,0.09,0.087,0.642,0.697,0.091,0.087,0.088,0.251,0.089,0.088,0.636,0.688,0.092,0.088,0.102,0.228,0.089,0.088,0.665,0.737,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2300,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.267,0.091,0.089,0.69,0.783,0.093,0.088,0.087,0.266,0.09,0.087,0.643,0.699,0.091,0.088,0.088,0.255,0.089,0.088,0.636,0.689,0.092,0.088,0.088,0.233,0.089,0.088,0.666,0.74,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2310,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.275,0.091,0.089,0.691,0.784,0.093,0.088,0.087,0.274,0.09,0.087,0.644,0.7,0.091,0.087,0.088,0.261,0.089,0.088,0.637,0.69,0.092,0.088,0.087,0.238,0.089,0.088,0.667,0.742,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2320,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.28,0.091,0.089,0.693,0.786,0.093,0.088,0.087,0.282,0.09,0.087,0.644,0.701,0.091,0.088,0.088,0.269,0.089,0.088,0.638,0.691,0.092,0.088,0.087,0.245,0.089,0.088,0.668,0.744,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2330,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.274,0.091,0.089,0.694,0.789,0.093,0.088,0.087,0.28,0.09,0.087,0.645,0.702,0.091,0.087,0.088,0.284,0.089,0.088,0.64,0.693,0.092,0.088,0.087,0.251,0.089,0.088,0.671,0.746,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2340,0.087,0.087,0.093,0.086,0.086,0.089,0.088,0.087,0.087,0.28,0.091,0.089,0.695,0.79,0.093,0.088,0.087,0.288,0.09,0.087,0.646,0.703,0.091,0.088,0.088,0.279,0.089,0.088,0.64,0.694,0.092,0.088,0.087,0.257,0.089,0.088,0.672,0.748,0.092,0.088,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
2350,0.087,0.087,0.093,0.086,0.086,0.089,0.088,0.087,0.087,0.287,0.091,0.089,0.696,0.792,0.093,0.088,0.087,0.295,0.09,0.087,0.647,0.704,0.091,0.087,0.088,0.289,0.089,0.088,0.641,0.694,0.092,0.088,0.087,0.264,0.089,0.088,0.672,0.75,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2360,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.295,0.091,0.089,0.698,0.794,0.093,0.088,0.087,0.301,0.09,0.087,0.649,0.706,0.091,0.088,0.088,0.293,0.089,0.088,0.641,0.696,0.092,0.088,0.087,0.268,0.089,0.088,0.673,0.752,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2370,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.302,0.091,0.089,0.699,0.796,0.093,0.088,0.087,0.308,0.09,0.087,0.65,0.706,0.091,0.087,0.088,0.3,0.089,0.088,0.643,0.697,0.092,0.088,0.088,0.277,0.089,0.088,0.675,0.753,0.092,0.089,0.087,0.09,0.086,0.086,0.088,0.088,0.088,0.088,
2380,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.309,0.091,0.089,0.7,0.797,0.093,0.088,0.087,0.315,0.09,0.087,0.651,0.708,0.091,0.087,0.088,0.307,0.089,0.088,0.643,0.699,0.092,0.088,0.087,0.284,0.089,0.088,0.676,0.755,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2390,0.087,0.087,0.093,0.086,0.086,0.089,0.088,0.087,0.087,0.317,0.091,0.089,0.701,0.799,0.093,0.088,0.087,0.323,0.09,0.087,0.651,0.709,0.091,0.088,0.088,0.315,0.089,0.088,0.644,0.699,0.092,0.088,0.09,0.294,0.089,0.088,0.678,0.757,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2400,0.087,0.087,0.093,0.086,0.086,0.089,0.088,0.087,0.087,0.324,0.091,0.089,0.703,0.801,0.093,0.088,0.087,0.332,0.09,0.087,0.652,0.71,0.091,0.088,0.088,0.322,0.089,0.088,0.645,0.701,0.092,0.088,0.087,0.299,0.089,0.088,0.678,0.758,0.092,0.089,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2410,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.333,0.092,0.089,0.704,0.802,0.093,0.088,0.087,0.34,0.09,0.087,0.653,0.712,0.091,0.087,0.088,0.331,0.089,0.088,0.647,0.702,0.092,0.088,0.087,0.306,0.089,0.088,0.679,0.761,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2420,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.341,0.092,0.089,0.705,0.803,0.093,0.088,0.087,0.35,0.09,0.087,0.655,0.714,0.091,0.088,0.088,0.34,0.089,0.088,0.648,0.704,0.092,0.088,0.087,0.313,0.089,0.088,0.681,0.763,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2430,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.35,0.092,0.089,0.707,0.804,0.093,0.088,0.087,0.359,0.09,0.087,0.655,0.715,0.091,0.088,0.088,0.348,0.089,0.088,0.648,0.706,0.092,0.088,0.087,0.321,0.089,0.088,0.682,0.763,0.092,0.089,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2440,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.36,0.092,0.089,0.707,0.807,0.093,0.088,0.087,0.369,0.09,0.087,0.656,0.717,0.091,0.087,0.088,0.358,0.089,0.088,0.65,0.707,0.092,0.088,0.087,0.329,0.089,0.088,0.684,0.765,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2450,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.369,0.092,0.088,0.709,0.807,0.093,0.088,0.087,0.379,0.09,0.087,0.658,0.719,0.091,0.087,0.088,0.368,0.089,0.088,0.65,0.709,0.092,0.088,0.087,0.337,0.089,0.088,0.685,0.766,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2460,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.38,0.092,0.088,0.71,0.809,0.093,0.088,0.087,0.39,0.09,0.087,0.657,0.72,0.091,0.088,0.088,0.378,0.089,0.088,0.651,0.71,0.092,0.088,0.088,0.346,0.089,0.088,0.686,0.768,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2470,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.391,0.092,0.088,0.711,0.809,0.093,0.088,0.087,0.401,0.09,0.087,0.658,0.721,0.091,0.088,0.088,0.388,0.089,0.088,0.652,0.711,0.092,0.088,0.087,0.356,0.089,0.088,0.688,0.769,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2480,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.401,0.092,0.088,0.712,0.811,0.093,0.088,0.087,0.412,0.09,0.087,0.66,0.723,0.091,0.087,0.087,0.399,0.089,0.088,0.653,0.712,0.092,0.088,0.087,0.365,0.089,0.088,0.688,0.771,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2490,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.413,0.092,0.088,0.713,0.811,0.093,0.088,0.087,0.423,0.091,0.087,0.66,0.724,0.091,0.087,0.088,0.411,0.089,0.088,0.653,0.714,0.092,0.088,0.087,0.375,0.089,0.088,0.689,0.772,0.092,0.088,0.087,0.09,0.086,0.087,0.088,0.088,0.088,0.088,
2500,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.424,0.092,0.089,0.714,0.813,0.093,0.088,0.087,0.435,0.091,0.087,0.661,0.726,0.091,0.087,0.088,0.422,0.089,0.088,0.654,0.716,0.092,0.088,0.087,0.386,0.089,0.088,0.69,0.773,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2510,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.436,0.092,0.088,0.715,0.814,0.093,0.088,0.087,0.448,0.091,0.087,0.662,0.726,0.091,0.087,0.088,0.434,0.089,0.088,0.655,0.716,0.092,0.088,0.087,0.397,0.089,0.088,0.69,0.773,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2520,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.449,0.092,0.088,0.716,0.814,0.093,0.088,0.087,0.458,0.091,0.087,0.663,0.728,0.091,0.087,0.088,0.446,0.089,0.088,0.657,0.718,0.092,0.088,0.087,0.407,0.089,0.088,0.692,0.776,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2530,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.459,0.092,0.088,0.717,0.814,0.093,0.088,0.087,0.459,0.091,0.087,0.664,0.729,0.091,0.087,0.088,0.448,0.089,0.088,0.657,0.72,0.092,0.088,0.087,0.419,0.089,0.088,0.694,0.776,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2540,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.461,0.092,0.088,0.719,0.816,0.093,0.088,0.087,0.46,0.091,0.087,0.664,0.73,0.091,0.087,0.088,0.45,0.089,0.088,0.657,0.72,0.092,0.088,0.087,0.431,0.089,0.088,0.694,0.776,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2550,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.463,0.092,0.088,0.72,0.818,0.093,0.088,0.087,0.463,0.091,0.087,0.666,0.732,0.091,0.088,0.088,0.452,0.089,0.088,0.659,0.722,0.092,0.088,0.087,0.434,0.089,0.088,0.696,0.779,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2560,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.465,0.093,0.088,0.721,0.817,0.093,0.088,0.087,0.466,0.091,0.087,0.666,0.733,0.091,0.088,0.088,0.455,0.089,0.088,0.66,0.722,0.092,0.088,0.087,0.435,0.089,0.088,0.697,0.78,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2570,0.087,0.087,0.092,0.086,0.086,0.089,0.088,0.087,0.087,0.468,0.093,0.088,0.722,0.819,0.093,0.088,0.087,0.469,0.091,0.087,0.667,0.734,0.091,0.087,0.088,0.458,0.089,0.088,0.661,0.725,0.092,0.088,0.087,0.437,0.089,0.088,0.698,0.78,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2580,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.471,0.093,0.088,0.724,0.819,0.093,0.088,0.087,0.471,0.091,0.087,0.668,0.736,0.091,0.087,0.088,0.46,0.089,0.088,0.661,0.726,0.092,0.088,0.087,0.44,0.089,0.088,0.699,0.78,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2590,0.087,0.087,0.092,0.086,0.086,0.089,0.088,0.087,0.087,0.474,0.093,0.088,0.725,0.819,0.093,0.088,0.087,0.474,0.091,0.087,0.668,0.737,0.091,0.088,0.088,0.463,0.089,0.088,0.663,0.727,0.092,0.088,0.087,0.443,0.089,0.088,0.7,0.782,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2600,0.087,0.087,0.092,0.086,0.086,0.089,0.088,0.087,0.087,0.476,0.093,0.088,0.726,0.821,0.093,0.088,0.087,0.477,0.091,0.087,0.669,0.739,0.091,0.088,0.088,0.464,0.089,0.088,0.663,0.728,0.092,0.088,0.087,0.446,0.089,0.088,0.702,0.782,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2610,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.479,0.093,0.088,0.726,0.821,0.093,0.088,0.087,0.478,0.091,0.087,0.67,0.739,0.091,0.087,0.088,0.467,0.09,0.088,0.663,0.73,0.092,0.088,0.087,0.448,0.089,0.087,0.702,0.784,0.092,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2620,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.481,0.093,0.088,0.728,0.822,0.093,0.088,0.087,0.48,0.092,0.087,0.672,0.741,0.091,0.088,0.088,0.469,0.09,0.088,0.664,0.73,0.092,0.088,0.087,0.45,0.089,0.088,0.702,0.784,0.093,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2630,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.483,0.093,0.088,0.728,0.822,0.093,0.088,0.087,0.482,0.092,0.087,0.671,0.742,0.091,0.087,0.088,0.47,0.09,0.088,0.664,0.731,0.092,0.088,0.087,0.452,0.089,0.088,0.703,0.784,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2640,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.485,0.093,0.088,0.73,0.823,0.094,0.088,0.087,0.483,0.092,0.087,0.673,0.744,0.091,0.088,0.088,0.471,0.09,0.088,0.665,0.733,0.092,0.088,0.087,0.453,0.089,0.088,0.704,0.786,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2650,0.087,0.087,0.092,0.086,0.086,0.089,0.087,0.087,0.087,0.487,0.094,0.088,0.731,0.824,0.094,0.088,0.087,0.485,0.092,0.087,0.674,0.745,0.091,0.088,0.088,0.473,0.09,0.088,0.666,0.734,0.092,0.088,0.087,0.455,0.089,0.088,0.705,0.784,0.092,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2660,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.489,0.094,0.088,0.731,0.824,0.094,0.088,0.087,0.486,0.092,0.087,0.674,0.746,0.091,0.087,0.088,0.475,0.09,0.088,0.667,0.736,0.092,0.088,0.087,0.457,0.089,0.087,0.707,0.786,0.093,0.088,0.087,0.09,0.087,0.086,0.088,0.088,0.088,0.088,
2670,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.491,0.094,0.088,0.733,0.825,0.094,0.088,0.087,0.489,0.092,0.087,0.675,0.747,0.091,0.088,0.088,0.477,0.09,0.088,0.668,0.736,0.092,0.088,0.087,0.459,0.089,0.088,0.708,0.787,0.093,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2680,0.087,0.087,0.093,0.086,0.086,0.089,0.088,0.087,0.087,0.494,0.094,0.088,0.734,0.826,0.094,0.088,0.087,0.491,0.092,0.087,0.676,0.748,0.091,0.088,0.088,0.479,0.09,0.088,0.669,0.738,0.093,0.088,0.087,0.461,0.09,0.088,0.709,0.788,0.093,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2690,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.497,0.094,0.088,0.735,0.826,0.094,0.088,0.087,0.494,0.093,0.087,0.677,0.75,0.092,0.088,0.088,0.482,0.09,0.088,0.67,0.739,0.092,0.088,0.087,0.464,0.09,0.088,0.711,0.789,0.093,0.088,0.087,0.09,0.087,0.087,0.089,0.088,0.088,0.088,
2700,0.087,0.087,0.093,0.086,0.086,0.089,0.087,0.087,0.087,0.5,0.094,0.088,0.736,0.827,0.094,0.088,0.087,0.497,0.093,0.087,0.678,0.75,0.092,0.087,0.088,0.484,0.09,0.088,0.67,0.74,0.092,0.088,0.087,0.466,0.09,0.088,0.711,0.789,0.093,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.088,
2710,0.087,0.087,0.093,0.086,0.086,0.09,0.087,0.087,0.087,0.503,0.095,0.088,0.737,0.827,0.094,0.088,0.087,0.5,0.093,0.087,0.678,0.751,0.092,0.087,0.088,0.488,0.09,0.088,0.672,0.742,0.093,0.088,0.087,0.469,0.09,0.088,0.713,0.791,0.093,0.088,0.087,0.09,0.087,0.087,0.088,0.088,0.088,0.089,
2720,0.087,0.087,0.093,0.086,0.086,0.09,0.087,0.087,0.087,0.506,0.101,0.089,0.737,0.831,0.094,0.088,0.087,0.503,0.099,0.088,0.675,0.761,0.092,0.088,0.088,0.49,0.095,0.088,0.668,0.743,0.093,0.088,0.087,0.472,0.093,0.088,0.711,0.793,0.093,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2730,0.087,0.087,0.093,0.086,0.087,0.089,0.087,0.087,0.087,0.509,0.102,0.089,0.737,0.832,0.095,0.088,0.087,0.505,0.1,0.088,0.675,0.753,0.092,0.087,0.088,0.493,0.095,0.088,0.668,0.743,0.093,0.088,0.087,0.475,0.092,0.088,0.711,0.794,0.093,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2740,0.087,0.087,0.093,0.086,0.087,0.089,0.088,0.087,0.087,0.512,0.103,0.089,0.738,0.832,0.095,0.088,0.087,0.508,0.1,0.088,0.675,0.754,0.092,0.087,0.088,0.495,0.095,0.088,0.668,0.743,0.093,0.088,0.087,0.478,0.092,0.088,0.712,0.795,0.093,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2750,0.087,0.087,0.094,0.086,0.087,0.089,0.088,0.087,0.087,0.514,0.103,0.089,0.739,0.832,0.095,0.088,0.087,0.51,0.101,0.088,0.676,0.754,0.092,0.088,0.088,0.497,0.095,0.088,0.669,0.743,0.093,0.088,0.087,0.482,0.092,0.088,0.713,0.795,0.093,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2760,0.087,0.087,0.094,0.086,0.087,0.089,0.088,0.087,0.087,0.517,0.104,0.089,0.74,0.833,0.095,0.088,0.087,0.512,0.101,0.088,0.676,0.753,0.093,0.088,0.088,0.5,0.096,0.088,0.67,0.744,0.093,0.088,0.088,0.484,0.092,0.088,0.714,0.795,0.094,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2770,0.087,0.087,0.094,0.086,0.087,0.089,0.087,0.087,0.087,0.52,0.104,0.089,0.741,0.834,0.095,0.088,0.087,0.514,0.102,0.088,0.677,0.755,0.093,0.088,0.088,0.502,0.096,0.088,0.671,0.744,0.093,0.088,0.087,0.487,0.093,0.088,0.715,0.796,0.094,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2780,0.087,0.087,0.094,0.086,0.086,0.09,0.088,0.087,0.087,0.522,0.105,0.089,0.743,0.836,0.096,0.088,0.087,0.517,0.103,0.087,0.679,0.756,0.093,0.088,0.088,0.504,0.097,0.088,0.671,0.745,0.094,0.088,0.087,0.489,0.093,0.088,0.717,0.797,0.094,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2790,0.087,0.087,0.094,0.086,0.086,0.09,0.088,0.087,0.087,0.524,0.106,0.089,0.744,0.836,0.096,0.088,0.087,0.518,0.104,0.087,0.68,0.756,0.093,0.088,0.088,0.506,0.097,0.088,0.673,0.747,0.094,0.088,0.087,0.49,0.093,0.088,0.718,0.798,0.094,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2800,0.087,0.087,0.094,0.086,0.086,0.09,0.088,0.087,0.087,0.526,0.106,0.089,0.745,0.837,0.096,0.088,0.087,0.521,0.104,0.087,0.68,0.758,0.093,0.088,0.088,0.507,0.098,0.088,0.673,0.749,0.094,0.088,0.087,0.493,0.093,0.088,0.72,0.799,0.094,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
2810,0.087,0.087,0.094,0.086,0.086,0.09,0.088,0.087,0.087,0.529,0.107,0.089,0.747,0.838,0.096,0.088,0.087,0.522,0.105,0.087,0.681,0.758,0.094,0.087,0.088,0.51,0.098,0.088,0.674,0.749,0.094,0.088,0.087,0.496,0.094,0.088,0.721,0.8,0.093,0.088,0.087,0.09,0.087,,0.086,0.088,0.088,0.088,0.089
